month_date,account_id,account_name,brand_name,impressions,clicks,platform_spend,actual_spend,ctr,cpm,cpc,in_app_total_payment,payment_24h,revenue_24h,roi_24h,mixed_revenue_24h,mixed_roi_24h,plays,play_cost,play_rate,ctr_recalc,cpc_recalc,cpm_recalc,roi_24h_recalc,mixed_roi_recalc,play_cost_recalc,play_rate_recalc,is_eligible,is_high_spend,action_segment
2026-07-01,MJ-0482,漫剧品牌G-账号-0482,漫剧品牌G,3859694,175555,11382.8634,11382.75,0.04548417568853904,2.9491621356511684,0.06483930050411552,0.0,0.0,11520.18,1.0120634496940375,11520.16,1.0120616926668908,0,0.0,0.0,0.04548417568853904,0.06483930050411552,2.9491621356511684,1.0120634496940375,1.0120616926668908,,0.0,True,True,核心扩量候选
2026-07-01,MJ-0250,漫剧品牌C-账号-0250,漫剧品牌C,1056097,17774,9338.76402,9338.66,0.016829893466225168,8.842714277192341,0.5254171272645437,0.0,0.0,9598.36,1.0277976806613858,9598.36,1.0277976806613858,210168,22.504905311870168,0.1990044475081361,0.016829893466225168,0.5254171272645437,8.842714277192341,1.0277976806613858,1.0277976806613858,0.044434757051501655,0.1990044475081361,True,True,核心扩量候选
2026-07-01,MJ-0128,漫剧品牌C-账号-0128,漫剧品牌C,489979,13837,5128.31276,5128.2,0.028239985795309595,10.466392967861887,0.37062316687143165,0.0,0.0,5338.46,1.0409778517486519,5338.46,1.0409778517486519,119959,23.39151405422473,0.2448247782047802,0.028239985795309595,0.37062316687143165,10.466392967861887,1.0409778517486519,1.0409778517486519,0.04275054610325194,0.2448247782047802,True,True,核心扩量候选
2026-07-01,MJ-0310,漫剧品牌F-账号-0310,漫剧品牌F,1734736,49311,4083.21579,4083.1,0.028425650934782005,2.3537966526318703,0.0828053738516761,0.0,0.0,4286.88,1.0498783851930589,4286.88,1.0498783851930589,0,0.0,0.0,0.028425650934782005,0.0828053738516761,2.3537966526318703,1.0498783851930589,1.0498783851930589,,0.0,True,True,核心扩量候选
2026-07-01,MJ-0113,漫剧品牌C-账号-0113,漫剧品牌C,398563,4561,4053.70836,4053.58,0.011443611173139504,10.170809533248194,0.8887762245121684,0.0,0.0,4075.7,1.005425067135318,4075.7,1.005425067135318,91345,22.5336881412949,0.22918585016672396,0.011443611173139504,0.8887762245121684,10.170809533248194,1.005425067135318,1.005425067135318,0.04437799945262467,0.22918585016672396,True,True,核心扩量候选
2026-07-01,MJ-0321,漫剧品牌F-账号-0321,漫剧品牌F,1826273,52402,4046.29215,4046.06,0.028693410021393296,2.2156009260389875,0.07721636865005153,0.0,0.0,4111.24,1.0160512013449152,4111.24,1.0160512013449152,0,0.0,0.0,0.028693410021393296,0.07721636865005153,2.2156009260389875,1.0160512013449152,1.0160512013449152,,0.0,True,True,核心扩量候选
2026-07-01,MJ-0204,漫剧品牌C-账号-0204,漫剧品牌C,428357,6407,3749.73149,3749.6,0.014957150227497157,8.753753271220035,0.5852554221944748,0.0,0.0,3843.75,1.0250733979888251,3843.75,1.0250733979888251,84538,22.54508095458323,0.19735407615610343,0.014957150227497157,0.5852554221944748,8.753753271220035,1.0250733979888251,1.0250733979888251,0.044355573706498855,0.19735407615610343,True,True,核心扩量候选
2026-07-01,MJ-0304,漫剧品牌B-账号-0304,漫剧品牌B,432422,12099,3520.89819,3520.77,0.027979612508151758,8.142273496723108,0.2910073716836102,910.97,910.97,2406.2,0.6834051625900606,3317.17,0.9421374379473325,89883,25.528429153471205,0.20785945210928214,0.027979612508151758,0.2910073716836102,8.142273496723108,0.6834051625900606,0.9421374379473325,0.03917201461900471,0.20785945210928214,True,True,高消耗重点优化
2026-07-01,MJ-0114,漫剧品牌C-账号-0114,漫剧品牌C,370273,4471,3378.69299,3378.56,0.012074874484501976,9.124870001323348,0.7556906709908298,0.0,0.0,3523.38,1.0428233670322322,3523.38,1.0428233670322322,71984,21.305279944952915,0.1944079098394968,0.012074874484501976,0.7556906709908298,9.124870001323348,1.0428233670322322,1.0428233670322322,0.04693672191042454,0.1944079098394968,True,True,核心扩量候选
2026-07-01,MJ-0521,漫剧品牌D-账号-0521,漫剧品牌D,335083,8548,3151.1739,3151.07,0.02551009749823178,9.404159268002257,0.3686445835283107,0.0,0.0,3216.64,1.0207751466842245,3216.64,1.0207751466842245,72906,23.13613983664945,0.2175759438706231,0.02551009749823178,0.3686445835283107,9.404159268002257,1.0207751466842245,1.0207751466842245,0.04322242202287877,0.2175759438706231,True,True,核心扩量候选
